UsuarioID,TIPO_CLIENTE_BEME,SEGMENTO_BEME,NANO_SEGMENTO,MICRO_SEGMENTO,MODULO,ZONA,CTA_CTA_BIPERSONAL,CTA_CTA_UNIPERSONAL,CUENTA_PROVEEDOR,CUENTA_RUT,CUENTA_EMPRENDEDOR,CAJA_VECINA,CHEQ_MICROEMPRESA,CHEQ_OTRA,CTA_CTE_OTRA,LINEA_DE_CREDITO,TARJETA,EDAD,COMPORTAMIENTO_SBIF,COMPORTAMIENTO_BEME,SEXO,TIPO_PERSONA,TIPO_SOCIEDAD_CRITERIO_BEME,TRX_APP,TRX_BATCH,TRX_BECO,TRX_Buzonera,TRX_Caja,TRX_Caja_Vecina,TRX_Cajero_Automatico,TRX_Dispensadores,TRX_FALABELLA,TRX_Internet,TRX_Meson,TRX_MYPE,TRX_RedBanc,TRX_RedCompra,TRX_ServiEstado,Uso_Digital_3M,Uso_Web_3M,Uso_App_3M,Uso_Digital_Anual,Uso_Web_Anual,Uso_App_Anual,Con_Clave_Atm,Con_Clave_INET,Hab_BIPass,PERFIL_RIESGO,INF_COMERCIAL,GRP_PROPENSION,TIPO_CLIENTE,TIENE_PREAP,CANAL
4199783,deudor no comercial,Pesca,Segmento C,Segmento A,Region 3,Zona 3,1,0,0,1,1,1,1,1,0,1,1,25,Bueno,Bueno,M,2,Federacion,66,90,12,82,63,33,94,56,50,37,61,22,22,14,39,1,1,1,1,1,1,0,0,0,Bueno,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente No Financiado,SI,NULL
6645689,deudor no comercial,OMS,Segmento B,Segmento A,Region 3,Zona 1,1,0,1,1,0,0,1,1,0,1,1,18,Malo,Malo,F,1,Cooperativas,76,43,32,41,31,77,80,86,26,83,2,40,6,63,63,0,0,1,0,1,0,0,1,1,Excelente,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Cliente Finaciado,NO,SALESFORCE - CCL
7815992,deudor comercial,Agricola,Segmento C,Segmento B,Region 1,Zona 3,1,1,0,1,0,0,1,1,1,1,0,56,Malo,Malo,M,1,SPA,17,22,46,3,35,76,78,57,36,61,76,72,55,70,8,0,0,1,0,1,1,0,1,0,Excelente,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente Finaciado,NO,SALESFORCE -WEB
2713104,no deudor,Agricola,Segmento A,Segmento B,Region 2,Zona 1,0,0,0,0,1,1,1,0,0,1,1,57,Malo,Regular,M,2,Cooperativas,74,43,38,69,56,62,85,71,17,18,13,58,41,94,49,0,0,0,1,1,1,1,1,0,Malo,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Cliente Finaciado,SI,SALESFORCE - CCL
9985174,castigado,Transporte,Segmento B,Segmento C,Region 3,Zona 2,0,1,0,1,1,1,0,1,1,1,1,35,Bueno,Bueno,M,2,Sociedad,59,37,44,70,16,73,64,73,88,83,21,39,66,25,86,0,0,0,1,1,1,0,1,1,Bueno,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente Finaciado,SI,SALESFORCE - CCL
4382988,deudor comercial,Turismo,Segmento A,Segmento A,Region 1,Zona 3,0,1,0,0,1,1,0,0,1,0,1,20,Bueno,Malo,F,1,SPA,83,86,74,36,20,72,12,67,32,70,60,20,76,82,28,0,1,0,0,1,0,0,1,1,Bueno,NO SUJETO DE CREDITO,[2]Media_Propension,Castigado o Sin Producto,SI,NULL
3234310,castigado,OMS,Segmento A,Segmento A,Region 3,Zona 2,1,0,1,1,1,1,1,0,1,1,0,23,Regular,Malo,F,2,Sociedad,4,75,79,73,50,17,55,64,88,45,71,52,5,82,66,0,1,0,1,0,0,0,1,0,Bueno,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,NO,NULL
3743624,deudor comercial,Turismo,Segmento C,Segmento A,Region 2,Zona 1,0,1,0,1,1,0,1,0,0,1,1,64,Regular,Regular,M,2,Federacion,94,34,94,93,94,5,59,1,95,36,27,64,59,88,20,1,0,0,1,1,0,1,1,0,Malo,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,SI,SALESFORCE -WEB
2083670,no deudor,Turismo,Segmento B,Segmento A,Region 2,Zona 2,1,0,1,0,1,0,0,0,1,1,1,35,Regular,Regular,M,2,Sindicatos,8,3,69,31,12,11,17,5,58,0,90,4,86,55,56,0,0,0,0,0,0,0,1,1,Malo,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente Finaciado,NO,VENTA CENTRALIZADA
9353209,castigado,Turismo,Segmento A,Segmento B,Region 1,Zona 1,1,0,0,1,0,0,0,1,1,1,0,24,Malo,Bueno,F,1,Cooperativas,56,20,65,83,43,95,79,88,14,14,18,8,46,78,4,1,0,1,1,0,0,1,0,1,Malo,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente Finaciado,NO,SALESFORCE - CCL
1988674,no deudor,OMS,Segmento C,Segmento B,Region 2,Zona 1,0,1,1,0,0,1,0,0,1,1,0,33,Malo,Bueno,M,2,Sindicatos,73,13,94,34,36,38,53,37,42,53,41,40,96,24,0,0,0,1,1,1,0,0,0,1,Malo,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente Finaciado,NO,VENTA CENTRALIZADA
5786859,deudor uso medio de pago,OMS,Segmento B,Segmento A,Region 2,Zona 2,1,1,0,0,0,1,1,1,0,0,0,48,Malo,Regular,M,2,SPA,36,53,49,62,35,14,98,77,39,88,41,41,94,38,50,1,0,0,0,1,0,1,1,1,Excelente,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,NO,SALESFORCE - CCL
2458093,deudor uso medio de pago,Pesca,Segmento B,Segmento B,Region 2,Zona 2,0,1,1,0,1,1,0,0,0,0,0,26,Bueno,Regular,M,2,SPA,46,13,28,69,8,19,19,61,99,17,19,87,43,53,99,1,1,1,1,1,0,0,0,1,Malo,NO SUJETO DE CREDITO,[2]Media_Propension,Cliente No Financiado,NO,NULL
7428573,castigado,Agricola,Segmento A,Segmento C,Region 3,Zona 2,1,1,0,1,0,0,0,0,0,0,1,23,Regular,Malo,M,2,Sociedad,76,12,86,6,46,22,87,19,14,1,43,69,58,12,25,0,1,1,0,0,0,0,0,0,Bueno,NO SUJETO DE CREDITO,[3]Baja_Propension,Castigado o Sin Producto,SI,RED SUCURSALES
6595284,deudor no comercial,Agricola,Segmento C,Segmento A,Region 2,Zona 2,1,1,1,1,0,0,0,1,1,1,0,25,Malo,Regular,F,1,Federacion,51,83,68,38,47,69,33,61,19,74,9,29,59,5,0,1,1,1,0,0,0,1,0,1,Bueno,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Cliente Finaciado,NO,SALESFORCE - CCL
9835714,deudor comercial,Pesca,Segmento A,Segmento B,Region 3,Zona 1,1,1,1,0,0,0,1,1,1,1,0,64,Malo,Malo,F,1,SPA,17,68,54,79,60,40,87,74,71,64,57,66,77,66,99,1,0,1,0,0,0,0,0,1,Excelente,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente No Financiado,SI,SALESFORCE - CCL
3820578,Microempresas,OMS,Segmento A,Segmento B,Region 3,Zona 1,0,0,0,1,0,0,0,1,1,1,1,66,Malo,Bueno,F,1,SPA,85,68,25,42,27,23,12,54,89,21,48,77,80,25,5,0,0,1,1,0,1,1,0,0,Malo,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Cliente No Financiado,NO,RED SUCURSALES
7795355,deudor uso medio de pago,Transporte,Segmento B,Segmento B,Region 2,Zona 2,0,1,0,0,1,1,0,1,0,0,1,45,Regular,Malo,F,2,Sociedad,74,27,23,32,58,54,77,60,23,61,2,39,84,16,79,1,1,0,1,1,0,1,1,1,Malo,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente No Financiado,NO,SALESFORCE - CCL
3268735,deudor uso medio de pago,OMS,Segmento A,Segmento A,Region 1,Zona 3,1,1,0,0,0,0,0,1,0,1,0,39,Malo,Regular,F,2,SPA,25,34,74,99,8,23,15,81,10,61,5,89,2,59,54,1,0,1,1,0,0,0,1,1,Excelente,NO SUJETO DE CREDITO,[3]Baja_Propension,Castigado o Sin Producto,SI,RED SUCURSALES
4812792,sin producto,Transporte,Segmento B,Segmento B,Region 1,Zona 1,0,0,0,0,1,1,0,1,1,1,0,49,Malo,Bueno,M,1,Cooperativas,20,67,72,57,68,30,80,26,61,47,41,26,5,38,75,1,1,1,1,1,0,0,1,0,Excelente,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente Finaciado,NO,VENTA CENTRALIZADA
1598459,castigado,OMS,Segmento C,Segmento A,Region 3,Zona 3,0,0,1,1,0,0,1,0,1,0,0,48,Malo,Malo,F,1,Federacion,86,14,76,96,73,81,16,7,65,47,35,76,69,34,50,1,1,0,0,1,1,0,1,1,Bueno,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Castigado o Sin Producto,SI,RED SUCURSALES
7321552,deudor uso medio de pago,Pesca,Segmento B,Segmento A,Region 3,Zona 1,0,0,1,0,0,1,1,1,1,0,0,70,Regular,Malo,F,2,Cooperativas,67,84,15,66,41,40,75,60,4,32,35,86,68,34,63,0,1,1,1,0,1,0,1,1,Bueno,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Cliente Finaciado,NO,RED SUCURSALES
3759601,deudor uso medio de pago,Pesca,Segmento C,Segmento B,Region 2,Zona 2,0,0,1,1,0,0,0,0,0,1,0,63,Regular,Bueno,F,1,Sindicatos,76,29,36,49,31,79,15,61,60,13,3,25,25,88,57,1,1,1,1,1,0,0,1,1,Excelente,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Castigado o Sin Producto,SI,VENTA CENTRALIZADA
7820507,deudor no comercial,Transporte,Segmento B,Segmento C,Region 1,Zona 1,0,1,1,1,0,0,0,0,0,0,1,50,Bueno,Malo,M,1,Sindicatos,18,54,8,62,86,87,34,65,39,48,32,85,91,96,97,1,1,1,1,1,1,1,0,0,Bueno,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Cliente Finaciado,NO,VENTA CENTRALIZADA
8723313,no deudor,Pesca,Segmento A,Segmento A,Region 3,Zona 2,0,0,1,1,0,1,0,0,1,1,0,23,Bueno,Malo,F,1,Cooperativas,57,68,9,7,32,75,53,75,27,31,99,36,85,75,40,0,1,1,1,1,1,0,1,1,Bueno,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,NO,VENTA CENTRALIZADA
1428447,deudor uso medio de pago,Turismo,Segmento A,Segmento B,Region 1,Zona 3,1,0,0,1,0,0,0,1,0,1,1,51,Regular,Bueno,M,1,Sociedad,88,44,49,22,3,34,37,63,32,51,91,53,33,1,74,1,0,0,0,1,0,0,0,0,Excelente,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente No Financiado,NO,RED SUCURSALES
8008135,castigado,Pesca,Segmento B,Segmento C,Region 1,Zona 2,1,1,0,1,1,1,0,0,0,1,0,69,Regular,Malo,M,1,Sindicatos,34,63,89,65,7,17,98,44,93,82,80,20,32,55,17,0,1,0,1,0,1,1,0,1,Excelente,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente No Financiado,SI,NULL
9725406,castigado,OMS,Segmento B,Segmento B,Region 3,Zona 2,0,0,1,0,1,1,0,1,0,1,0,18,Bueno,Malo,M,1,Federacion,86,53,55,7,2,83,93,26,89,94,56,67,37,98,23,1,0,0,1,0,0,1,0,1,Excelente,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente No Financiado,NO,VENTA CENTRALIZADA
6200150,Microempresas,Turismo,Segmento B,Segmento B,Region 3,Zona 3,1,0,1,0,1,1,0,0,1,1,1,57,Malo,Malo,M,2,Cooperativas,45,82,66,54,12,45,28,17,72,15,13,67,11,78,3,1,0,0,0,1,1,0,1,1,Malo,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente No Financiado,NO,NULL
1660485,deudor no comercial,Transporte,Segmento A,Segmento C,Region 1,Zona 3,1,1,0,0,1,1,0,1,0,0,0,39,Bueno,Bueno,F,1,Federacion,81,78,59,6,86,72,82,58,19,87,88,5,26,64,3,0,0,1,0,1,1,0,1,0,Excelente,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente Finaciado,NO,RED SUCURSALES
4096245,deudor no comercial,OMS,Segmento C,Segmento B,Region 2,Zona 3,1,1,0,0,1,1,1,1,1,0,1,34,Malo,Regular,M,1,SPA,27,8,3,90,98,53,98,48,48,25,21,5,93,59,0,1,0,0,1,1,1,1,1,0,Malo,NO SUJETO DE CREDITO,[2]Media_Propension,Castigado o Sin Producto,NO,NULL
1267341,castigado,Agricola,Segmento B,Segmento A,Region 1,Zona 1,1,1,0,0,0,1,1,0,1,1,0,21,Bueno,Malo,M,2,Sindicatos,69,37,0,18,62,78,3,64,42,44,21,18,32,69,0,1,0,1,1,1,0,0,1,1,Bueno,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente Finaciado,NO,NULL
5739235,Microempresas,Agricola,Segmento B,Segmento C,Region 1,Zona 2,0,1,1,1,1,0,0,0,0,0,0,64,Malo,Regular,M,1,Sindicatos,53,20,30,95,15,56,83,79,78,60,28,46,61,56,26,1,0,0,1,1,1,1,0,1,Malo,NO SUJETO DE CREDITO,[2]Media_Propension,Cliente No Financiado,NO,NULL
6504857,deudor uso medio de pago,Agricola,Segmento C,Segmento A,Region 3,Zona 3,0,0,0,1,1,0,1,1,1,1,1,37,Bueno,Malo,M,1,SPA,5,3,37,91,61,12,40,91,51,7,67,23,89,86,10,1,1,1,1,1,0,1,1,0,Malo,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Castigado o Sin Producto,SI,VENTA CENTRALIZADA
4749581,sin producto,Pesca,Segmento A,Segmento B,Region 3,Zona 1,1,1,0,1,1,0,1,0,1,0,1,63,Regular,Malo,M,1,Federacion,71,21,65,86,26,57,33,47,36,75,2,17,31,50,78,1,0,0,0,1,1,1,0,1,Malo,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Castigado o Sin Producto,NO,RED SUCURSALES
3346255,sin producto,Agricola,Segmento A,Segmento A,Region 3,Zona 1,0,1,1,1,1,1,1,1,1,1,1,30,Bueno,Bueno,M,2,SPA,5,50,78,75,46,78,88,86,81,49,34,57,14,54,82,0,1,1,0,0,0,1,0,1,Bueno,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Cliente Finaciado,NO,SALESFORCE -WEB
4613801,castigado,Comercial,Segmento B,Segmento A,Region 1,Zona 3,0,0,1,0,0,0,1,1,1,0,0,61,Malo,Regular,M,2,Sociedad,28,84,19,72,28,26,9,68,1,22,98,79,93,8,83,0,1,0,1,1,1,0,0,1,Malo,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente Finaciado,NO,NULL
7331496,sin producto,OMS,Segmento C,Segmento B,Region 2,Zona 1,0,1,1,1,1,0,0,0,0,1,0,72,Regular,Regular,M,1,Federacion,92,83,75,57,4,34,33,87,96,77,3,22,66,15,91,1,0,0,1,1,1,0,1,1,Bueno,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente Finaciado,NO,SALESFORCE - CCL
6549118,deudor no comercial,Agricola,Segmento B,Segmento A,Region 1,Zona 3,0,0,1,1,0,0,1,0,0,1,0,53,Regular,Regular,F,2,Federacion,39,40,96,73,65,3,97,17,7,71,43,12,62,31,7,0,0,0,0,0,0,1,1,0,Malo,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Castigado o Sin Producto,NO,RED SUCURSALES
8403245,deudor comercial,Transporte,Segmento A,Segmento A,Region 1,Zona 2,1,0,1,0,1,0,1,0,0,0,1,22,Malo,Regular,F,1,Cooperativas,29,26,40,40,82,39,0,59,82,79,8,0,41,44,9,0,0,1,0,1,0,0,1,1,Malo,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Cliente Finaciado,NO,NULL
7548546,no deudor,Pesca,Segmento A,Segmento B,Region 1,Zona 1,0,0,1,1,1,1,0,0,0,1,0,35,Bueno,Bueno,M,1,Federacion,66,42,23,4,37,6,71,94,62,90,44,86,46,89,14,0,0,1,0,1,0,0,0,0,Excelente,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,SI,RED SUCURSALES
7485404,deudor uso medio de pago,Transporte,Segmento A,Segmento C,Region 1,Zona 2,0,0,0,0,0,0,0,1,0,0,0,57,Regular,Malo,M,1,Federacion,55,15,41,20,37,74,95,62,18,65,87,93,86,59,99,1,1,1,1,1,0,0,1,0,Excelente,NO SUJETO DE CREDITO,[2]Media_Propension,Cliente No Financiado,SI,RED SUCURSALES
2680426,deudor no comercial,Agricola,Segmento A,Segmento A,Region 1,Zona 2,0,0,0,1,0,0,0,0,0,1,0,40,Malo,Regular,F,1,Sindicatos,81,98,83,86,64,23,8,24,29,82,34,43,35,56,0,0,0,0,1,0,1,1,1,0,Malo,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente No Financiado,SI,SALESFORCE - CCL
2133677,deudor comercial,OMS,Segmento C,Segmento C,Region 3,Zona 2,0,0,1,0,0,1,1,1,1,1,0,18,Bueno,Bueno,F,1,Cooperativas,45,10,49,59,11,44,55,26,63,80,6,82,53,6,38,0,0,0,0,0,0,1,1,1,Malo,NO SUJETO DE CREDITO,[3]Baja_Propension,Castigado o Sin Producto,NO,RED SUCURSALES
9072165,castigado,OMS,Segmento A,Segmento A,Region 1,Zona 2,0,1,1,0,1,1,1,1,1,1,0,28,Malo,Regular,F,2,Cooperativas,55,16,50,4,34,58,95,66,58,49,13,55,76,30,90,1,0,0,0,0,0,0,0,1,Malo,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente No Financiado,SI,VENTA CENTRALIZADA
7571078,deudor comercial,Comercial,Segmento B,Segmento C,Region 3,Zona 3,1,1,0,0,1,1,0,0,0,0,0,33,Regular,Malo,F,1,Sociedad,47,38,73,31,46,12,2,19,52,19,34,16,90,61,56,0,0,0,1,0,1,0,1,1,Malo,NO SUJETO DE CREDITO,[2]Media_Propension,Cliente Finaciado,SI,NULL
3028103,Microempresas,Comercial,Segmento B,Segmento C,Region 2,Zona 3,0,1,1,0,1,0,1,1,0,1,0,27,Regular,Bueno,M,2,Cooperativas,60,1,67,91,28,73,25,23,54,32,14,93,59,24,81,1,0,1,0,0,0,0,0,0,Malo,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente No Financiado,SI,SALESFORCE -WEB
4572278,sin producto,Transporte,Segmento A,Segmento C,Region 1,Zona 3,1,1,0,1,0,0,0,1,0,0,0,40,Bueno,Regular,M,2,Sociedad,32,97,4,55,6,57,16,21,96,75,71,63,8,82,29,0,0,0,1,0,0,1,1,0,Excelente,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Cliente No Financiado,SI,VENTA CENTRALIZADA
2728687,castigado,Comercial,Segmento B,Segmento B,Region 1,Zona 1,0,0,1,0,1,1,1,1,1,1,0,31,Regular,Bueno,F,2,Federacion,64,39,12,92,27,76,46,36,6,25,85,56,12,40,30,1,0,0,0,0,0,0,1,1,Excelente,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente Finaciado,SI,NULL
5343978,castigado,Agricola,Segmento B,Segmento B,Region 1,Zona 3,0,0,0,1,1,0,1,0,0,1,1,70,Regular,Bueno,F,2,Sociedad,85,64,46,92,82,31,54,0,79,19,12,19,56,55,31,1,0,0,1,0,0,0,1,0,Excelente,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,NO,SALESFORCE -WEB
8279745,deudor no comercial,Comercial,Segmento C,Segmento A,Region 1,Zona 2,1,1,1,1,0,0,1,0,0,0,0,42,Malo,Regular,M,2,Cooperativas,45,50,3,99,42,23,5,12,92,26,29,25,34,18,53,0,1,0,0,0,0,0,0,0,Bueno,SUJETO DE CREDITO-EVALUABLE,[3]Baja_Propension,Cliente No Financiado,SI,VENTA CENTRALIZADA
7743365,deudor no comercial,Turismo,Segmento A,Segmento B,Region 2,Zona 2,1,1,1,1,0,1,1,0,1,0,0,46,Bueno,Malo,F,1,Federacion,59,7,48,39,34,86,2,29,77,37,54,42,84,38,68,0,0,1,1,0,0,0,1,0,Bueno,SUJETO DE CREDITO-EVALUABLE,[2]Media_Propension,Cliente No Financiado,SI,SALESFORCE - CCL
7828655,no deudor,OMS,Segmento A,Segmento B,Region 2,Zona 1,1,1,1,0,1,0,0,0,1,1,1,19,Bueno,Bueno,M,2,Sindicatos,32,73,62,78,85,15,43,47,64,95,7,72,15,23,48,0,0,1,0,0,1,1,1,1,Excelente,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente Finaciado,NO,SALESFORCE -WEB
5688237,deudor uso medio de pago,OMS,Segmento B,Segmento A,Region 3,Zona 1,1,1,1,0,1,0,1,0,0,0,0,50,Regular,Malo,F,2,Federacion,29,44,61,10,69,14,19,30,35,69,97,91,3,86,1,1,1,1,1,1,0,1,1,1,Bueno,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Cliente No Financiado,SI,SALESFORCE - CCL
9567105,deudor comercial,Turismo,Segmento C,Segmento A,Region 2,Zona 1,1,1,0,0,0,1,0,0,0,0,1,56,Regular,Regular,F,1,Sindicatos,6,37,11,76,73,73,34,17,29,83,65,48,49,39,52,1,0,0,1,0,0,1,1,0,Excelente,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Castigado o Sin Producto,SI,RED SUCURSALES
2546974,castigado,Transporte,Segmento A,Segmento B,Region 2,Zona 3,0,0,1,1,1,1,1,1,1,1,1,73,Bueno,Bueno,M,1,Sociedad,27,34,98,3,5,62,58,51,26,0,6,17,49,22,33,1,0,1,0,0,1,1,0,0,Bueno,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,SI,VENTA CENTRALIZADA
3925167,castigado,OMS,Segmento C,Segmento C,Region 1,Zona 1,0,1,1,0,0,1,1,1,1,1,1,20,Malo,Regular,F,1,SPA,46,23,54,62,91,75,59,11,26,56,56,26,79,51,37,1,1,0,0,1,1,0,1,0,Bueno,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente Finaciado,NO,NULL
4841368,deudor no comercial,Agricola,Segmento C,Segmento A,Region 3,Zona 1,1,0,0,0,0,0,1,1,0,1,1,47,Bueno,Malo,M,2,SPA,78,85,13,59,39,87,93,64,16,38,15,96,36,31,27,1,1,0,1,1,1,1,1,0,Bueno,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,SI,VENTA CENTRALIZADA
2832042,castigado,Transporte,Segmento B,Segmento A,Region 3,Zona 2,0,0,0,0,1,1,1,1,0,0,1,47,Regular,Malo,F,2,Federacion,59,80,48,85,91,34,10,48,84,72,84,86,74,89,68,1,0,1,1,0,0,1,0,0,Excelente,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente No Financiado,SI,VENTA CENTRALIZADA
2658162,deudor uso medio de pago,Pesca,Segmento C,Segmento C,Region 2,Zona 2,0,1,0,1,0,1,0,0,1,1,0,58,Bueno,Regular,F,2,Sociedad,13,33,17,17,69,80,58,91,39,87,62,52,61,96,3,0,0,0,0,0,0,1,0,0,Bueno,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente No Financiado,SI,SALESFORCE -WEB
5979839,deudor comercial,Turismo,Segmento B,Segmento B,Region 2,Zona 3,1,1,1,1,1,1,0,1,1,0,1,27,Malo,Malo,F,2,SPA,6,89,47,58,59,8,52,32,88,70,41,71,33,33,19,0,1,0,1,1,1,0,1,1,Bueno,CON OBSERVACIONES-EVALUABLE,[1]Alta_Propension,Cliente No Financiado,NO,NULL
9479539,sin producto,Turismo,Segmento C,Segmento A,Region 2,Zona 3,0,0,0,1,1,1,1,0,1,0,1,30,Malo,Bueno,M,1,Cooperativas,23,92,33,20,52,42,79,25,20,9,54,11,0,93,32,0,0,1,1,0,0,1,1,0,Bueno,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente Finaciado,SI,RED SUCURSALES
2312112,Microempresas,Agricola,Segmento A,Segmento C,Region 1,Zona 3,1,0,0,0,0,1,1,0,1,0,1,25,Regular,Bueno,F,1,Cooperativas,64,72,35,33,95,27,83,24,43,70,66,53,94,3,14,1,0,0,0,1,1,1,1,1,Excelente,NO SUJETO DE CREDITO,[3]Baja_Propension,Castigado o Sin Producto,SI,SALESFORCE -WEB
2211611,deudor no comercial,Agricola,Segmento C,Segmento A,Region 1,Zona 2,0,0,0,0,0,0,1,0,0,0,0,70,Bueno,Bueno,M,1,Sindicatos,56,6,72,47,40,68,19,15,53,36,36,23,66,88,26,1,0,1,0,1,1,0,1,1,Malo,CON OBSERVACIONES-EVALUABLE,[3]Baja_Propension,Castigado o Sin Producto,NO,SALESFORCE - CCL
9000594,sin producto,Turismo,Segmento A,Segmento B,Region 2,Zona 3,0,0,1,1,0,0,0,1,1,0,1,72,Regular,Malo,M,1,Sociedad,49,40,51,89,41,97,94,27,42,27,47,1,6,16,18,0,0,0,1,1,1,0,0,1,Malo,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente Finaciado,SI,NULL
6035519,castigado,Agricola,Segmento C,Segmento A,Region 3,Zona 3,1,1,1,1,0,0,1,1,0,1,0,71,Bueno,Regular,F,2,Cooperativas,59,36,99,51,13,49,3,86,89,58,40,30,30,74,30,0,1,0,0,1,1,0,1,1,Excelente,NO SUJETO DE CREDITO,[2]Media_Propension,Cliente No Financiado,SI,SALESFORCE -WEB
8085828,no deudor,Agricola,Segmento C,Segmento B,Region 1,Zona 3,0,1,0,1,0,1,1,1,0,0,1,48,Bueno,Regular,F,1,Sociedad,11,2,17,36,87,82,9,56,90,6,35,75,65,29,84,0,0,0,1,1,1,1,0,0,Malo,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Castigado o Sin Producto,SI,RED SUCURSALES
8024268,no deudor,Turismo,Segmento C,Segmento C,Region 3,Zona 2,0,0,1,1,0,0,0,0,0,0,0,74,Regular,Malo,F,2,Sindicatos,87,71,84,51,6,10,1,67,3,35,82,75,59,73,70,0,0,1,1,1,1,1,1,0,Malo,CON OBSERVACIONES-EVALUABLE,[2]Media_Propension,Cliente Finaciado,SI,NULL
5768730,Microempresas,Comercial,Segmento C,Segmento A,Region 1,Zona 2,1,1,0,0,1,1,0,1,0,0,1,34,Bueno,Regular,F,1,Federacion,12,2,50,41,63,88,60,75,21,31,94,80,53,5,33,1,0,0,0,0,0,1,0,1,Malo,NO SUJETO DE CREDITO,[1]Alta_Propension,Cliente No Financiado,NO,VENTA CENTRALIZADA
5059731,Microempresas,Agricola,Segmento B,Segmento A,Region 2,Zona 2,1,1,0,0,1,1,1,1,0,1,1,24,Regular,Bueno,M,2,Sindicatos,41,47,47,29,20,30,8,96,83,36,6,89,14,6,38,1,0,0,0,0,1,0,1,0,Bueno,SUJETO DE CREDITO-EVALUABLE,[1]Alta_Propension,Castigado o Sin Producto,SI,NULL
8778777,deudor uso medio de pago,OMS,Segmento A,Segmento A,Region 2,Zona 2,0,0,1,0,1,1,1,1,0,0,0,62,Bueno,Regular,M,2,Federacion,47,26,67,3,82,2,76,83,81,73,45,17,6,45,79,0,1,1,0,0,0,1,1,1,Bueno,NO SUJETO DE CREDITO,[3]Baja_Propension,Cliente Finaciado,NO,SALESFORCE -WEB
6049878,castigado,Agricola,Segmento C,Segmento B,Region 2,Zona 1,0,0,1,1,0,0,0,0,0,0,1,56,Regular,Regular,F,1,Federacion,86,12,54,27,43,33,3,87,1,10,12,51,7,93,95,0,1,0,1,0,1,0,1,0,Bueno,NO SUJETO DE CREDITO,[2]Media_Propension,Cliente Finaciado,SI,RED SUCURSALES
